study,wave,versn_s,studytit,uniqid,intrvwr_id,cntry,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,gwght,pwght,wght_eq1000,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,V002,V002A,V001,V001A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
2,7,2024,0,840720025,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,28,11.15,11.43,20170501,-4,-4.0,-4.0,128,0.377800466,10.6132138674884,0.385208,840006,4,2,2,1,1,2,2,1,2,2,8,8,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,2,-4,2,-4,3,5,2,2,2,2,2,2,1,2,1,1,2,4,4,4,4,1,3,4,2,3,0,1,2,1,1,1,1,2,6,6,1,1,5,2,2,3,3,1,4,3,2,-4,4,4,3,2,2,2,5,3,1,4,2,840004,-4,1,1,10,1,1,10,10,1,1,10,6,1,1,2,1,1,3,3,2,1,4,2,1,3,-4,2,1,1,1,0,9,1,1,1,1,10,7,4,7,3,1,5,1,2,1,2,4,3,2,2,1,3,3,4,4,2,1989,28,2,1,1,840,1,840,1,840,3,1,0,1,6,3,-3,-3,6,3,8,3,1,-3,2,-4,1,1,-4,-3,7,-4
2,7,2024,0,840720026,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,7.53,16.2,20170516,-4,-4.0,-4.0,128,0.691404389,10.6132138674884,0.385208,840025,3,2,1,2,3,2,2,1,2,2,9,10,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,2,-4,2,-4,3,4,2,3,2,2,1,2,1,2,1,1,2,3,4,3,4,1,2,2,3,2,1,3,1,2,1,2,2,2,7,7,4,5,1,1,1,2,3,1,3,2,3,-4,2,3,2,2,2,3,6,4,3,4,2,840001,-4,8,1,10,2,1,10,7,1,4,9,9,2,1,1,3,4,3,2,2,2,4,2,2,1,-4,1,1,1,1,1,10,1,1,1,1,2,1,1,6,3,3,1,1,3,1,2,4,2,2,2,2,2,1,3,2,2,1965,52,4,3,1,840,1,840,1,840,1,1,2,4,4,2,8,3,3,2,2,1,1,8,2,-4,1,6,-4,-3,4,-4
2,7,2024,0,840720027,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,22,11.21,11.44,20170501,-4,-4.0,-4.0,128,0.280990989,10.6132138674884,0.385208,840012,3,2,1,2,1,2,1,3,2,2,8,8,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,-4,1,-4,3,3,3,2,2,3,1,2,2,3,2,2,2,3,4,2,3,2,3,4,1,2,1,2,1,2,1,2,2,3,8,10,1,1,1,3,1,4,4,2,4,4,3,-4,3,4,3,4,3,3,5,2,3,4,3,840001,-4,4,1,8,7,3,5,10,1,8,9,6,2,2,2,2,2,4,4,4,3,2,0,7,3,-4,2,1,1,0,1,5,1,3,1,1,8,6,6,7,5,1,7,1,8,1,2,3,2,3,1,1,2,2,2,2,1,1962,55,5,3,1,840,1,840,1,840,3,1,2,1,4,2,-3,-3,3,2,3,2,1,-3,1,-4,6,6,-4,-3,6,-4
2,7,2024,0,840720028,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,31,12.14,12.45,20170428,-4,-4.0,-4.0,128,0.31594114,10.6132138674884,0.385208,840022,-5,2,1,1,1,1,1,1,3,3,10,9,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,-4,1,-4,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,1,2,1,2,2,2,2,9,9,2,9,2,2,2,2,2,3,3,2,-4,2,3,2,2,3,2,10,1,2,2,2,840006,-4,8,6,9,9,9,9,10,10,10,10,10,2,2,2,2,2,2,2,1,2,2,1,1,3,-4,2,1,1,1,1,10,8,9,9,9,9,9,9,9,9,9,8,9,9,1,2,5,1,4,3,2,2,2,2,2,1,1993,24,1,1,1,840,1,840,0,840,6,1,0,1,5,3,-3,-3,4,2,4,2,1,-3,2,-4,3,3,-4,-3,9,-4
2,7,2024,0,840720029,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,61,12.36,13.38,20170428,-4,-4.0,-4.0,128,1.440908608,10.6132138674884,0.385208,840021,-5,1,1,1,1,1,4,3,2,1,9,9,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,2,-4,3,-4,2,4,2,3,3,4,1,2,2,2,2,2,2,4,4,4,4,1,2,4,2,3,1,2,3,1,1,1,1,2,4,5,5,7,3,3,2,2,3,2,3,2,2,-4,3,3,3,2,1,2,6,4,3,4,1,840002,-4,6,1,10,6,1,10,10,1,6,10,7,2,1,1,4,4,4,1,1,3,3,0,8,7,-4,2,1,0,0,0,5,1,3,1,1,10,3,6,7,6,7,8,3,2,1,2,4,1,1,1,1,1,1,4,2,1,1949,68,6,3,1,840,1,840,1,840,1,1,2,2,8,3,6,3,4,2,6,3,4,3,1,-4,-3,2,-4,4,8,-4
2,7,2024,0,840720030,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,42,20.41,21.24,20170502,-4,-4.0,-4.0,128,8.42503161,10.6132138674884,0.385208,840038,-5,1,1,1,2,1,2,3,2,2,8,8,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,-4,3,-4,1,3,3,4,3,4,1,2,1,2,1,1,2,4,4,3,4,3,1,2,4,3,1,1,2,2,1,2,2,2,4,4,3,8,3,2,1,1,1,1,3,2,2,-4,4,2,2,1,1,1,4,4,2,4,1,840002,-4,7,1,10,4,2,10,10,3,1,10,7,1,1,1,4,4,3,1,2,3,3,9,7,7,-4,2,0,0,0,0,4,1,1,1,1,10,1,6,5,10,6,4,4,7,1,2,4,1,2,3,3,1,2,2,2,2,1962,55,5,3,1,840,1,840,1,840,1,1,2,2,6,3,8,3,6,3,6,3,5,1,2,-4,-3,1,-4,1,6,-4
2,7,2024,0,840720031,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,75,21.12,22.28,20170502,-4,-4.0,-4.0,128,0.291954699,10.6132138674884,0.385208,840025,-5,3,1,2,2,3,2,1,2,2,8,8,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,1,-4,3,4,3,2,2,3,1,2,1,3,2,2,1,3,3,4,3,2,1,1,4,2,0,1,1,3,2,2,2,2,-2,5,4,4,5,2,2,3,3,2,3,3,3,-4,3,4,3,3,2,3,5,4,4,3,3,840001,-4,5,5,5,5,5,5,5,5,5,3,5,3,2,-2,-2,1,2,3,3,2,2,9,1,1,-4,1,1,1,1,1,10,4,5,1,1,1,1,1,4,1,1,1,1,5,1,2,3,3,3,2,3,3,2,3,2,2,1994,23,1,1,1,840,1,840,1,840,6,2,0,4,5,3,-3,-3,3,2,4,2,1,-3,2,-4,11,6,-4,-3,5,-4
2,7,2024,0,840720032,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,53,20.39,21.32,20170501,-4,-4.0,-4.0,128,0.355827051,10.6132138674884,0.385208,840013,-5,2,1,2,2,2,3,1,2,2,9,10,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,2,-4,1,-4,3,4,4,1,4,4,1,2,1,3,2,2,2,2,3,2,2,1,2,1,4,2,1,2,1,1,1,1,2,3,7,7,1,3,1,1,1,3,2,1,2,3,3,-4,1,3,1,3,2,3,9,4,4,4,2,840001,-4,4,3,10,2,1,6,10,1,10,8,9,1,1,2,3,2,3,4,2,3,4,1,2,1,-4,1,1,1,1,1,10,6,4,4,1,7,3,2,7,2,3,3,2,8,1,1,3,2,3,1,3,1,2,3,3,1,1958,59,5,3,1,840,1,840,1,840,1,1,1,3,7,3,5,3,6,3,8,3,2,2,2,-4,1,1,-4,5,8,-4
2,7,2024,0,840720033,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,14.33,20.38,20170501,-4,-4.0,-4.0,128,0.629904542,10.6132138674884,0.385208,840049,3,2,1,2,2,3,2,3,2,2,9,8,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,2,-4,1,-4,1,3,2,4,3,3,2,3,2,3,2,2,1,3,3,3,3,1,2,3,1,1,0,1,2,2,1,2,2,3,5,2,6,3,4,3,2,2,3,1,4,4,3,-4,3,4,3,3,2,2,5,2,3,3,2,840004,-4,7,1,9,2,6,5,8,2,5,6,6,2,1,1,3,2,3,2,1,1,3,0,4,3,-4,1,1,1,1,1,8,3,5,2,2,10,7,9,9,9,9,9,2,9,1,1,3,3,3,2,2,2,2,2,2,2,1986,31,2,2,1,840,1,840,1,840,1,1,2,4,6,3,4,2,6,3,3,2,1,1,2,-4,1,6,-4,6,6,-4
2,7,2024,0,840720034,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,36,9.41,10.18,20170502,-4,-4.0,-4.0,128,2.659696266,10.6132138674884,0.385208,840047,4,1,1,1,2,2,2,3,2,2,7,7,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,1,-4,1,-4,4,3,3,2,2,3,1,2,1,3,2,2,3,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,9,6,2,3,1,2,1,4,3,2,2,2,3,-4,2,2,3,4,3,3,4,1,2,3,1,840001,-4,5,4,10,4,6,7,8,4,8,9,7,2,1,2,3,1,3,4,2,2,3,0,6,7,-4,1,1,1,0,1,7,1,2,1,1,1,3,1,6,7,1,4,2,1,1,1,2,2,3,2,2,2,1,3,2,1,1950,67,6,3,1,840,1,840,1,840,3,1,2,3,5,3,-3,-3,3,2,3,2,1,-3,1,-4,-2,9,-4,-3,6,-4
2,7,2024,0,840720035,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,9.25,10.03,20170509,-4,-4.0,-4.0,128,0.359669018,10.6132138674884,0.385208,840033,4,2,1,2,2,3,2,3,2,2,7,8,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,-4,1,-4,3,3,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,2,1,1,2,2,1,2,1,2,2,3,3,3,8,5,5,10,1,2,1,3,3,3,4,3,3,-4,4,3,3,3,3,2,5,2,2,2,2,840002,-4,3,5,4,5,5,4,5,5,6,5,5,3,2,3,3,2,4,4,2,4,3,-2,7,1,-4,1,1,1,1,1,10,3,4,1,1,1,1,4,1,1,1,4,1,6,1,2,3,2,3,3,3,2,3,4,1,2,1981,36,3,2,1,840,1,840,1,840,2,1,3,5,3,2,3,2,3,2,2,1,1,1,2,-4,-1,1,-4,-1,7,-4
2,7,2024,0,840720036,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,17.55,18.39,20170502,-4,-4.0,-4.0,128,0.542463814,10.6132138674884,0.385208,840012,3,2,1,1,2,3,2,1,1,2,6,8,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,2,1,2,-4,1,-4,4,3,2,2,2,2,1,2,1,3,2,2,2,3,4,3,3,2,1,1,3,1,1,2,1,3,2,3,2,3,6,5,5,5,5,1,1,3,3,1,3,3,3,-4,3,3,3,3,3,3,6,3,3,3,2,5,-4,5,4,10,5,5,8,10,5,7,10,8,1,1,1,3,2,2,3,2,2,4,2,2,1,-4,1,1,1,1,1,10,3,5,1,1,3,1,2,4,5,3,1,1,7,1,2,3,2,3,1,1,2,3,3,3,1,1994,23,1,1,1,840,1,840,1,840,6,1,0,6,4,2,-3,-3,6,3,6,3,2,-3,2,-4,9,1,-4,-3,5,-4
2,7,2024,0,840720037,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,54,16.24,17.19,20170515,-4,-4.0,-4.0,128,0.411098473,10.6132138674884,0.385208,840023,3,2,1,1,1,4,1,3,1,2,8,7,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,2,-4,3,3,4,3,2,3,2,2,2,3,2,2,2,4,4,3,4,2,1,2,1,2,1,3,1,4,1,2,3,2,6,7,8,2,4,3,1,4,3,1,2,2,3,-4,2,3,2,3,1,2,6,4,2,4,4,840001,-4,6,4,4,6,7,5,3,3,8,4,6,1,1,3,2,1,2,4,3,2,3,0,7,5,-4,1,1,1,1,1,7,1,1,1,1,8,1,10,8,8,1,8,1,9,1,1,2,2,3,1,1,1,1,2,1,1,1969,48,4,2,1,840,1,840,1,840,1,1,2,3,4,2,4,2,3,2,4,2,1,1,2,-4,6,1,-4,3,7,-4
2,7,2024,0,840720038,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,24,22.24,22.48,20170501,-4,-4.0,-4.0,128,1.328193308,10.6132138674884,0.385208,840033,4,2,1,1,2,4,1,1,2,2,8,9,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,-4,1,-4,4,4,2,2,3,2,1,2,1,2,2,2,2,3,3,3,2,2,1,2,1,2,1,2,2,3,1,3,2,3,8,5,5,6,4,2,2,3,3,2,2,2,2,-4,2,3,2,3,2,1,7,3,2,2,3,840001,-4,5,6,6,5,6,7,9,5,6,8,8,3,1,1,2,1,3,2,1,3,3,2,1,1,-4,1,1,1,1,1,10,1,1,1,2,1,1,1,3,2,1,1,1,3,1,2,3,3,2,1,2,2,2,3,2,2,1996,21,1,1,1,840,1,840,1,840,6,2,0,3,6,3,-3,-3,7,3,7,3,-2,-3,-2,-4,-3,1,-4,-3,7,-4
2,7,2024,0,840720039,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,32,12.1,12.43,20170503,-4,-4.0,-4.0,128,2.669700839,10.6132138674884,0.385208,840033,3,2,1,1,1,1,1,1,2,2,8,9,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,2,1,2,-4,3,-4,1,3,3,3,3,4,2,2,2,3,2,2,1,4,4,4,4,2,1,2,3,2,1,3,3,2,1,2,1,2,5,1,1,10,4,2,2,2,3,3,3,3,3,-4,3,3,3,3,3,3,5,3,3,3,3,840002,-4,10,5,7,8,5,5,10,8,10,5,5,1,1,2,2,2,2,3,3,2,2,0,2,1,-4,1,1,1,1,1,10,5,5,5,5,5,5,5,5,5,2,5,1,3,1,3,3,3,3,2,3,3,4,4,4,2,1970,47,4,2,1,840,1,840,1,840,6,1,3,3,6,3,-3,-3,5,3,5,3,1,-3,1,-4,1,5,-4,-3,5,-4
2,7,2024,0,840720040,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,44,21.04,21.49,20170502,-4,-4.0,-4.0,128,2.020893317,10.6132138674884,0.385208,840035,3,2,1,2,2,3,2,1,2,2,7,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,3,2,-4,3,-4,3,4,3,3,2,4,2,2,2,2,2,2,2,3,3,3,3,1,2,1,3,1,0,2,1,3,2,3,3,3,5,5,5,7,4,3,-2,3,3,2,3,3,3,-4,-2,-2,3,2,2,4,5,4,3,3,-2,-2,-4,5,2,10,5,6,10,10,3,9,-2,5,3,3,2,2,2,3,2,2,3,3,1,2,3,-4,2,1,0,1,0,8,1,2,1,1,5,1,1,4,3,2,1,2,5,1,-2,3,2,2,1,2,2,2,3,3,2,1961,56,5,3,1,840,1,840,1,840,3,2,1,3,4,2,-3,-3,3,2,2,1,1,-3,2,-4,1,6,-4,-3,5,-4
2,7,2024,0,840720041,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,9.0,9.43,20170504,-4,-4.0,-4.0,128,3.569834621,10.6132138674884,0.385208,840010,-5,2,1,1,1,2,1,1,2,2,10,8,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2,-4,2,-4,2,3,3,2,2,4,2,3,2,3,2,2,2,3,3,4,3,2,1,1,2,2,0,2,1,2,2,2,2,2,5,2,2,2,5,3,2,3,3,2,3,2,4,-4,3,3,3,3,2,3,4,3,3,3,2,840002,-4,2,3,3,5,6,2,10,9,3,10,10,1,1,2,3,3,2,2,2,2,3,0,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,3,6,4,3,5,1,3,1,1,4,3,3,2,2,3,3,4,4,2,1969,48,4,2,1,840,1,840,1,840,1,1,2,5,7,3,5,3,3,2,3,2,1,3,3,-4,2,9,-4,5,9,-4
2,7,2024,0,840720042,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,241,16.39,20.4,20170515,-4,-4.0,-4.0,128,1.108815231,10.6132138674884,0.385208,840032,-5,2,1,2,2,2,2,3,2,2,8,8,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,1,-4,3,4,3,3,2,4,2,2,2,3,3,3,3,3,3,3,3,1,3,4,2,3,0,2,2,2,1,1,1,2,5,4,3,7,4,2,1,2,1,2,3,2,3,-4,3,4,3,2,2,2,2,4,2,4,2,840002,-4,6,1,10,10,1,10,10,2,2,9,7,1,1,1,1,2,4,2,1,1,4,1,2,8,-4,2,0,0,0,0,2,1,1,1,1,5,4,5,5,5,1,10,1,6,1,1,3,2,3,1,2,2,2,3,4,1,1960,57,5,3,1,840,1,840,1,840,1,1,2,4,4,2,4,2,3,2,2,1,1,1,2,-4,7,2,-4,1,5,-4
2,7,2024,0,840720043,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,18.52,19.3,20170504,-4,-4.0,-4.0,128,1.676507713,10.6132138674884,0.385208,840005,5,2,1,1,2,2,1,1,2,3,5,6,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,2,1,2,-4,3,-4,1,3,2,4,3,3,1,2,2,3,3,3,1,3,3,3,3,1,2,4,1,2,0,2,2,3,2,2,2,3,5,4,5,6,3,3,3,3,3,3,3,3,2,-4,3,3,2,2,3,3,5,2,2,3,2,840006,-4,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,3,3,2,3,2,3,7,3,6,-4,1,1,1,1,1,6,5,5,1,5,10,4,5,7,5,1,10,5,5,1,2,3,3,3,2,2,3,2,3,3,2,1989,28,2,1,1,840,0,704,0,704,6,2,0,2,3,2,-3,-3,-1,-1,-1,-1,1,-3,2,-4,3,7,-4,-3,5,-4
2,7,2024,0,840720044,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,36,23.06,23.43,20170510,-4,-4.0,-4.0,128,1.378747142,10.6132138674884,0.385208,840027,4,2,1,3,3,3,1,3,2,2,7,5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,-4,3,-4,3,3,2,2,2,2,3,2,2,4,3,3,2,3,3,3,3,2,3,2,3,2,1,2,1,3,2,3,2,3,5,1,5,5,1,1,2,3,3,4,4,4,3,-4,3,4,2,2,3,3,5,2,2,1,3,840002,-4,6,6,5,7,5,5,5,5,5,5,5,2,2,3,3,3,3,3,3,3,4,0,7,3,-4,2,1,1,1,0,3,5,6,1,6,4,1,1,5,5,6,5,6,3,1,2,3,3,2,2,3,1,1,3,2,2,1997,20,1,1,1,840,1,840,1,840,6,1,1,2,3,2,-3,-3,3,2,2,1,1,-3,3,-4,-1,-1,-4,-3,5,-4
2,7,2024,0,840720045,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,22.08,22.58,20170509,-4,-4.0,-4.0,128,0.942858618,10.6132138674884,0.385208,840013,3,2,1,1,1,1,1,1,1,1,10,10,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,2,2,2,-4,1,-4,1,1,5,2,2,4,1,3,2,4,3,3,1,3,4,3,4,2,1,1,3,1,0,3,1,2,1,3,2,3,5,5,5,6,5,1,1,3,3,1,3,3,3,-4,1,2,2,3,2,3,5,2,2,2,2,840001,-4,5,5,10,2,6,5,10,5,1,5,5,3,2,2,3,4,2,3,3,3,3,1,1,1,-4,1,1,1,1,1,10,1,5,1,1,1,1,1,1,1,1,5,5,1,1,1,3,1,3,1,1,1,1,2,-2,2,1984,33,2,2,1,840,1,840,1,840,1,1,4,6,5,3,6,3,4,2,4,2,5,1,2,-4,-3,7,-4,-1,5,-4
2,7,2024,0,840720046,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,35,-5.0,-5.0,20170510,-4,-4.0,-4.0,128,0.650476269,10.6132138674884,0.385208,840036,-5,2,1,1,1,2,2,3,3,4,4,9,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,-4,2,-4,1,3,2,3,4,4,1,2,1,3,2,2,2,4,4,4,4,1,3,2,1,2,0,1,3,4,1,1,1,2,3,6,1,2,1,2,3,3,3,4,4,4,3,-4,4,4,4,3,4,3,1,2,2,4,2,840004,-4,9,6,9,7,1,10,10,4,9,9,8,1,2,2,1,1,2,2,3,1,2,0,3,3,-4,1,1,1,1,1,10,7,3,1,1,8,3,5,8,8,7,7,1,6,1,3,5,4,3,1,1,4,3,3,4,2,1986,31,2,2,1,840,1,840,0,388,6,2,0,3,6,3,-3,-3,6,3,3,2,1,-3,2,-4,5,7,-4,-3,4,-4
2,7,2024,0,840720047,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,62,13.08,14.11,20170504,-4,-4.0,-4.0,128,1.550951974,10.6132138674884,0.385208,840043,5,1,2,3,2,2,1,1,3,2,6,6,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,2,3,3,-4,1,-4,5,4,3,1,2,2,2,2,2,3,2,3,2,2,3,3,3,2,1,1,2,2,1,2,1,2,2,1,3,3,8,4,5,6,5,2,2,3,2,2,4,4,3,-4,3,3,3,3,4,3,3,3,3,3,2,840002,-4,7,1,5,9,2,9,5,5,5,9,1,2,2,2,1,1,3,4,3,2,3,0,2,1,-4,1,1,1,1,1,10,2,2,2,4,1,2,5,5,2,1,7,1,7,1,3,2,3,3,3,3,3,3,2,2,1,1956,61,5,3,1,840,1,840,1,840,3,1,0,3,4,2,-3,-3,4,2,5,3,1,-3,2,-4,3,3,-4,-3,3,-4
2,7,2024,0,840720048,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,28,19.32,20.01,20170501,-4,-4.0,-4.0,128,0.926030715,10.6132138674884,0.385208,840003,4,2,1,2,2,3,2,3,1,2,9,10,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,-4,1,-4,1,3,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,1,2,3,4,2,1,3,1,4,2,3,2,3,5,5,5,3,3,2,2,3,3,1,3,2,2,-4,3,3,2,1,2,2,7,2,2,3,1,840004,-4,10,4,10,3,8,9,10,2,4,8,9,2,1,3,1,2,2,3,3,2,3,0,8,8,-4,3,1,1,1,1,4,2,3,1,1,10,1,9,10,10,1,5,1,10,1,2,4,2,3,2,2,2,1,1,3,2,1982,35,3,2,1,840,0,528,0,528,3,1,3,5,3,2,-3,-3,4,2,4,2,1,-3,2,-4,4,4,-4,-3,4,-4
2,7,2024,0,840720049,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,70,15.11,16.22,20170501,-4,-4.0,-4.0,128,0.336829974,10.6132138674884,0.385208,840046,4,2,1,1,1,2,2,1,2,3,5,5,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,-4,3,-4,3,3,2,2,2,4,2,3,2,3,3,3,1,2,4,3,3,1,3,2,3,2,0,2,2,2,2,2,2,2,6,6,6,9,5,3,3,3,3,3,3,3,3,-4,3,3,3,2,3,3,6,2,2,4,2,840002,-4,6,6,6,6,6,6,6,6,6,10,7,4,4,3,3,3,3,2,3,1,2,0,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,6,4,5,4,2,3,0,-3,4,3,3,2,3,3,4,4,4,2,1991,26,2,1,2,388,-2,388,-2,388,1,1,1,3,6,3,7,3,4,2,3,2,5,1,2,-4,-3,7,-4,3,3,-4
2,7,2024,0,840720050,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,54,13.52,14.46,20170501,-4,-4.0,-4.0,128,0.702076855,10.6132138674884,0.385208,840047,4,2,1,2,2,2,2,3,1,2,8,8,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,2,-4,2,-4,3,4,3,3,2,4,2,2,2,2,2,2,2,3,4,3,3,1,2,2,1,2,1,1,2,1,1,2,1,2,3,4,3,5,3,3,2,2,3,2,3,2,2,-4,3,2,2,2,2,2,5,4,3,4,1,840002,-4,4,1,10,4,1,9,8,1,5,9,6,2,1,1,3,3,3,2,1,3,3,2,8,6,-4,3,0,0,0,0,2,2,3,3,2,8,7,3,5,7,5,5,4,3,1,2,4,2,2,2,2,2,3,3,3,1,1975,42,3,2,1,840,1,840,1,840,1,1,3,3,8,3,8,3,6,3,6,3,3,1,2,-4,1,6,-4,1,6,-4
